"Id","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
1751,14,14,15.4,1,11.9,15,3.7,39.8,0,3,636,9,2.67,396.38,15
1752,14,7,15.7,3,12.7,17,4.1,39.3,1,3,462,10,1,160.35,1
1753,16,5,16.1,0,11.6,28,4.3,28.7,0,2,849,7,0.63,18.14,12
1754,7,5,15.4,2,11.1,24,4.2,47.6,0,2,677,7,2.63,262.82,15
1755,21,3,14.7,1,10.4,21,4.1,38.9,0,2,689,6,0.24,19.87,8
1756,16,13,16.6,3,13.5,21,3.6,27.2,0,2,619,7,1.44,46.87,10
1761,21,10,16.2,2,12,17,3.6,22.2,1,3,444,10,0.57,106.97,11
1762,2,5,15.1,4,10,27,3.9,42.1,18,2,528,7,8.5,901.27,1
1763,2,11,16.2,2,11.9,29,3.8,38.4,0,2,535,7,0.28,61.96,14
1764,16,3,17.2,0,14.2,22,3.9,29.9,1,4,277,11,0.67,391.64,12
1765,18,3,16.2,2,15.2,18,3.9,43.6,0,3,1109,10,0.94,38.17,4
1767,24,8,16.2,0,11.9,25,4.1,30.1,0,4,701,10,1.69,236.95,7
1768,7,4,14.7,0,10.4,21,3.8,42.6,0,3,859,10,2.02,120.48,8
1769,14,1,18.6,3,13.9,23,3.8,24.1,0,2,1359,7,1.07,115.6,9
1770,9,14,14.3,1,8.5,27,3.9,47.6,0,3,96,8,1.74,118.69,12
1771,23,7,15,3,13.1,19,3.8,26,0,4,883,10,2.57,292.62,7
1772,21,7,16.6,3,15,22,3.6,43.6,0,4,803,11,0.92,98.9,11
1773,13,14,16.4,2,12.3,22,3.2,15,1,4,467,11,7.21,694.21,5
1775,6,4,16.3,3,13.8,22,4.1,32.2,0,3,1239,7,1.35,114.67,3
1777,14,2,16,3,10.7,23,3.8,29.8,0,4,819,10,2.38,294.99,15
1778,24,13,15.6,3,9.9,19,3.8,26.2,2,3,1192,9,2.97,255.35,13
1782,24,13,15.5,3,14.4,23,4.1,39.6,1,3,339,7,1.08,193.34,13
1785,14,13,16.4,5,10.9,19,3.8,31.6,1,4,862,11,3.69,352.73,15
1788,18,3,16.2,6,12.8,27,3.6,46.7,13,3,1047,10,3.25,64.36,13
1789,12,8,16,0,10.6,17,4,36.7,1,3,492,9,4.02,515.17,14
1793,5,13,15.8,2,15.6,14,3.8,33.4,1,3,521,10,8.21,792.73,11
1794,16,14,15.8,2,7.5,26,3.8,37.9,93,4,693,9,0.72,108.24,10
1795,13,6,16.2,5,11.6,23,3.8,36.6,1,2,494,8,2,71.12,13
1796,14,14,15.8,1,13.9,18,3.9,32.8,0,2,726,7,1.33,136.07,15
1797,24,14,17.2,1,9.7,18,3.8,43.6,3,2,859,6,0.81,47.09,13
1798,5,2,15.6,0,8.4,20,3.2,35.5,30,3,887,8,2.29,291.43,15
1804,2,5,16,1,12.2,27,3.8,29.7,0,2,1049,8,0.68,71.74,15
1805,15,13,14.6,3,9.4,25,3.9,29,0,2,565,6,0.48,57.96,7
1806,16,5,16.2,3,13.8,21,3.8,37.1,0,3,259,11,0.81,147.9,12
1807,16,4,15.2,3,12.5,20,4.2,42.4,0,4,604,8,1.32,70.74,1
1808,21,3,16,0,15.2,22,4,44.2,1,3,710,8,1.08,92.07,15
1809,12,10,17.1,2,14.1,24,3.3,25.6,82,3,642,8,0.89,116.08,14
1810,10,14,15.8,0,14.8,28,3.5,41.3,78,2,1464,8,1.53,79.67,3
1811,15,6,16.5,5,12.4,24,3.8,41.3,0,3,760,11,0.62,41.76,7
1812,10,9,16.1,2,14,19,3.9,31.9,2,4,895,9,6.1,495.98,3
1815,19,5,15.7,4,13.4,21,3.9,41.7,0,3,733,9,1.61,91.74,5
1816,11,3,15.7,3,11.2,22,3.6,39.3,0,3,687,9,1.64,114.53,4
1817,16,14,15.4,1,11,21,2.9,35.1,22,3,920,8,3.01,346.55,2
1819,16,8,15.6,3,13.8,23,3.6,40.6,0,3,592,10,2.97,81.11,14
1823,7,5,17,1,16.4,23,4.1,31.7,54,2,525,7,1.24,117.86,15
1824,21,2,15.9,1,12.3,22,3.8,32.5,41,4,1140,9,7.58,937.72,11
1825,2,5,15.3,0,11.7,25,3.6,40.6,63,2,865,8,2.99,383.95,9
1827,6,2,16.1,5,13.8,18,4.1,38.4,1,3,795,10,10.59,100.26,15
1828,23,13,16.4,2,12.4,25,3.7,36.9,0,4,651,11,0.53,38.31,7
1829,2,5,15.3,1,13.8,25,3.6,41.4,24,3,989,8,4.9,484.59,9
1830,16,7,15.6,0,14.4,19,3.9,36.5,1,3,818,8,3.93,194.52,6
1831,13,2,16.3,3,10.6,18,4.1,38.8,0,3,1310,8,0.11,33.46,5
1832,6,14,15.4,1,11,28,4,25.9,0,3,603,9,0.9,114.75,3
1834,13,13,15.1,1,10.6,24,3.8,34.5,0,3,397,9,0.26,5.44,5
1837,2,5,17.3,3,14.9,22,3.5,34.8,1,2,1003,6,4.94,425.38,9
1842,14,7,16.4,2,12.7,28,4,47.9,1,3,989,9,1.71,203.27,15
1844,21,3,15.8,4,8.8,23,3.6,34.1,0,4,992,10,3.27,95.47,8
1845,13,14,16.8,3,14.9,15,3.5,33.8,0,4,614,11,0.15,10.56,5
1846,16,4,16.3,4,15.6,28,3.8,31,147,3,553,8,3.56,314.89,14
1848,16,7,15.2,0,13.7,16,4,44.1,0,3,1014,8,1.08,57.26,6
1849,16,5,16,2,11.3,18,3.9,36.9,0,3,654,8,0.26,51.49,6
1850,24,2,16.2,4,10.5,27,3.7,36.4,1,4,1103,11,1.48,129.79,13
1851,2,2,16,3,9.3,24,4,25.4,0,3,576,10,0.56,65.92,10
1852,21,5,17.2,3,15.3,28,3.8,44.1,0,2,412,6,1.2,99.72,8
1853,12,4,16.3,5,15.1,30,3.7,29.1,0,4,698,11,1.21,37.19,6
1854,21,13,15.8,2,11.3,24,3.9,29.4,11,4,881,10,3.33,332.43,8
1855,13,14,15.7,0,10.2,13,3.4,37.5,0,3,521,7,0.6,7.84,9
1856,13,10,16.9,1,13.6,23,3.7,38,0,4,712,10,0.14,27.33,5
1859,23,13,16,5,13,17,3.7,35.2,2,3,258,10,3.34,222.3,7
1860,14,13,15.7,4,12.2,22,3.9,25.5,0,3,358,7,0.7,133.49,11
1862,12,5,16.5,5,12.8,26,3.8,33.4,1,4,564,11,1.33,103.6,1
1863,19,7,15.3,2,12.3,21,3.6,38.2,0,2,946,7,1.86,197.76,13
1865,9,5,15.1,4,11.4,25,3.7,49.5,2,3,1030,10,2.39,35.99,13
1867,12,2,15.7,2,11.5,28,3.9,41,28,2,795,7,2.48,291.51,1
1868,19,1,16.2,4,14,18,3.8,40.2,25,3,601,10,4.02,215.14,5
1869,7,14,16.4,3,9.9,19,3.7,44.3,0,4,797,11,0.84,108.48,11
1870,16,14,15.2,1,9,18,3.5,36.2,0,3,659,7,3.95,494.95,6
1872,23,13,15.9,5,9.7,19,3.9,36.1,0,3,860,11,1.27,93.52,7
1873,7,11,16,1,12,22,3.5,36.2,1,3,96,9,4.87,395.95,4
1874,3,13,17,4,17.4,25,4,27,6,2,670,6,6.22,646.59,2
1875,16,14,15.9,1,13.1,24,3.8,45.4,0,3,438,8,0.49,27.06,3
1876,7,5,16.8,5,14.2,30,3.9,27.3,0,4,344,11,0.14,9.62,4
1877,16,2,17.1,2,14.2,22,3.8,41,1,4,317,11,3.93,220.84,12
1878,23,11,16.8,0,14,17,3.7,39.8,63,2,632,8,3.44,395.26,11
1879,12,5,15.7,1,11.9,28,3.6,13.5,0,3,607,10,1.49,181.55,6
1880,16,14,16,3,14.3,24,3.8,44.4,5,4,848,10,4.22,590.92,14
1881,21,11,15.9,1,14,11,3.7,37.9,75,2,569,8,1.98,344.66,8
1882,12,5,16.2,1,9.8,20,3.9,41.9,0,3,748,9,0.72,70.13,1
1883,24,14,15.8,3,15.9,20,3.6,36.5,0,3,337,10,0.68,57.36,13
1884,16,3,15.5,1,11.9,21,4,37.8,54,3,807,9,2.94,354.88,6
1885,12,7,15.4,0,14.9,24,3.8,37.2,0,3,952,9,0.66,40.09,6
1886,21,13,14.9,4,8.9,26,4.2,39.6,0,2,565,8,1.42,125.93,11
1887,12,12,16.1,0,11.7,29,3.4,44.6,40,3,683,8,1.04,52.4,10
1888,23,7,16.2,2,13.7,19,3.5,34.2,1,3,1006,10,1.04,73.12,7
1889,11,13,15.9,0,13,15,3.8,34.7,3,2,665,7,5.73,573.67,4
1892,21,3,16,0,13.5,21,3.7,31.9,0,4,794,10,0.75,31.53,15
1893,7,2,18.6,2,18,24,3.8,30.9,0,2,724,7,0.7,72.86,15
1894,21,13,15.8,1,13.2,20,3.8,41.8,0,4,832,10,1.76,130.12,11
1896,7,5,15.5,1,10.2,17,4.1,39.7,0,3,1083,9,1.44,76.19,15
1897,21,7,15.4,2,13.2,22,3.9,33.1,14,2,432,7,0.77,36.57,15
1898,22,13,16.1,0,10.4,22,3.6,33.5,2,2,1219,6,5.71,347.93,2
1899,21,2,17,2,13.2,23,3.5,33.6,0,4,542,10,1.37,138.51,11
1900,15,13,16.2,5,11.4,21,3.8,43,0,4,624,11,0.74,32.7,7
1901,19,10,16,0,11,20,4.1,38.6,0,2,839,7,1.91,188.9,5
1902,16,10,15.9,2,14.9,27,3.9,46.5,0,3,976,8,0.23,43.76,3
1904,12,1,15.8,6,9.9,18,3.8,40.8,0,2,742,7,0.3,26.14,3
1905,11,5,14.6,4,9.3,16,3.8,42.9,0,2,500,6,2.58,193.5,4
1906,12,13,16,4,13.9,19,3.9,23.3,13,3,791,8,4.64,461.53,1
1908,16,7,14.8,0,12.3,20,3.8,20.6,47,2,771,8,6.46,653.4,6
1909,19,6,15.9,5,14.3,23,3.8,32.9,0,3,646,8,2.38,56.94,13
1910,16,14,17.4,3,15.3,15,3.7,36,1,2,622,6,1.61,180.37,9
1911,7,14,15.5,2,10,21,2.4,34.4,58,2,880,8,1.84,307.93,15
1912,3,7,15.6,1,9.9,29,3.9,45.6,0,3,778,10,2.44,194.51,2
1913,1,2,16,0,11.8,12,3.3,28.7,0,3,464,9,2.13,292.07,9
1914,3,7,15.8,1,15.1,29,4,28.6,3,3,671,7,3.14,275.06,2
1915,2,5,16.1,2,10.3,21,3.8,31.8,1,2,840,7,4.02,505.15,15
1916,16,4,15.3,1,13,21,4,30.6,0,3,528,9,0.69,93.86,12
1917,23,7,15.3,2,10,16,3.6,31.1,0,2,784,7,0.92,73.59,10
1918,16,8,15.8,0,13.7,16,3.9,32.2,0,3,1118,8,0.62,87.4,14
1919,17,2,16.2,5,13.5,32,3.9,33.8,1,2,677,7,3.05,184.68,9
1920,3,5,15.6,0,12.9,10,3.4,48.7,89,3,1300,8,1.07,50.7,1
1922,19,11,16,0,10.5,18,3.9,38,2,4,647,9,2.96,285.93,5
1923,16,5,18.6,3,18.8,22,3.6,40.3,0,2,987,6,1.27,184.34,10
1924,23,11,16.3,0,15.8,19,3.2,48.7,0,3,634,8,4.21,402.01,11
1925,23,11,15.4,2,12.7,24,3.9,38.6,0,2,1195,7,0.49,60.47,11
1927,9,10,16.8,1,15.6,26,3.6,34.7,0,4,625,10,0.63,42.66,12
1928,12,14,14.3,1,7.3,23,3.6,41.3,1,3,1079,8,4.67,570.52,10
1929,21,2,16.6,2,15,19,3.9,48,0,4,635,10,1.76,177.98,11
1931,24,11,16,2,14.4,22,3.8,27.3,0,3,437,9,1.24,78.49,9
1932,8,7,15.8,1,11.6,19,3.5,33,0,3,1354,7,1.43,102.61,10
1933,16,4,14.8,5,5.7,26,3.8,41.7,1,2,513,7,4.63,348.83,12
1934,15,14,14.8,1,12.8,18,3.4,30.3,0,2,742,8,0.6,53.38,7
1935,9,5,16.4,3,8.7,31,4.2,29.1,1,3,1131,11,4.42,268.48,12
1936,24,13,15.5,2,10.9,28,4,40.8,0,2,411,7,3.76,81.51,13
1938,23,13,15.9,2,13.3,19,3.6,18.3,56,3,506,8,10.67,1120.05,7
1939,7,5,18.6,4,12.8,27,4,34.1,1,2,721,6,1.09,83.21,15
1943,5,2,15.8,1,10.6,19,3.6,34.2,0,3,705,7,0.66,87.14,15
1944,19,3,15.9,5,16,26,3.6,40.3,0,3,335,8,0.42,44.01,13
1945,16,4,16.3,2,16.5,19,3.8,34.2,0,3,810,10,1.9,148.64,12
1946,20,2,15.4,3,14.6,19,3.6,25,0,2,376,6,3.13,185.36,13
1947,23,7,15.9,2,9.6,23,3.7,31.6,0,3,522,9,0.46,41.73,11
1950,11,3,15.6,3,7.5,22,3.9,27.5,1,2,1276,10,1.16,113.32,7
1951,2,3,18.1,4,13.8,26,3.8,36.2,0,2,391,6,0.76,81.81,9
1952,16,7,15.3,0,13.7,18,4,25.3,30,4,429,10,1.51,207.59,10
1953,5,13,16,4,13.3,24,4.1,42.9,0,3,591,10,1.15,104.16,15
1955,13,2,16.8,3,14.7,28,3.7,37.5,1,3,924,9,6.73,620.04,9
1958,7,14,16.6,4,13.2,28,4,30.2,1,1,520,6,3.85,440.45,15
1959,16,5,15.6,4,14.2,24,3.8,33.6,6,2,1386,7,3.54,372.01,11
1960,20,11,16,1,13.6,21,4,37.7,1,3,1154,8,1.53,231.54,4
1961,21,6,16.1,4,12.3,26,4,35.2,0,3,858,7,0.59,42.54,11
1962,18,7,15.8,3,12.5,27,3.1,42.4,2,4,1225,10,3.27,563.11,8
1963,12,4,16.6,3,15,26,3.7,41.9,0,4,773,11,1.09,114.8,14
1964,23,13,16.4,4,12.1,23,4,41.2,13,4,684,11,4.48,406.55,11
1965,1,2,15.6,0,13.5,22,4,43.2,0,3,569,10,2.33,162.97,10
1968,24,7,15.1,1,10.5,21,3.5,37.5,17,4,178,10,3.16,280.93,13
1969,17,7,15.8,0,11.5,17,3.6,38.2,0,3,944,9,0.17,9.92,9
1970,12,8,16.3,1,11.2,26,4.1,42.8,0,3,645,7,0.04,22.7,5
1973,16,5,15.9,1,11.9,17,3.9,40.2,0,4,704,11,1.33,145.18,14
1975,13,11,15.6,2,9.3,23,4,35.1,0,3,670,10,0.58,23.21,5
1976,24,14,14.9,0,11.8,19,3.4,44.7,0,3,1148,8,2.15,249.73,9
1977,19,13,16.5,1,13,21,3.8,26.3,4,4,691,10,5.51,532.17,5
1978,19,2,15.7,4,15.5,19,3.6,41.2,1,3,282,10,4.65,480.97,13
1979,13,14,15.3,4,13.2,25,3.6,28.8,0,2,255,6,0.17,30.88,9
1980,12,8,16,1,10.7,19,3.5,25.7,0,2,1077,8,2.05,192.89,2
1981,13,3,17,1,12.8,22,3.9,40.7,0,2,932,6,0.38,48.56,2
1982,7,7,15.8,2,12.6,17,3.6,34.4,88,4,1127,10,6.34,560.2,15
1984,24,13,15.8,6,13,20,4,33.6,23,2,924,7,9.85,798.74,13
1985,21,5,16.4,2,15.4,29,3.4,38.6,0,2,995,6,0.8,62.41,8
1986,11,7,15,3,8.3,21,4.1,35.7,5,3,916,7,7.6,672.48,4
1987,7,13,15.5,6,14.7,24,3.8,47.4,0,3,346,9,0.83,103.11,15
1990,13,13,14.9,3,9.3,23,3.8,42,25,2,866,7,7.05,744.81,9
1991,21,14,14.9,2,11.4,18,3.5,29.9,0,2,776,7,0.34,42.62,6
1992,16,4,15.4,5,12,20,3.9,30.5,31,3,1845,10,3.54,311.12,10
1994,2,3,16.2,2,12.4,27,4,48.5,0,4,766,10,0.62,51.55,9
1996,14,13,15.3,3,15.7,23,3.6,34.4,3,3,1026,9,0.96,112.81,15
1997,12,4,15,3,12.1,19,3.9,35.2,3,2,1204,7,2.3,127.95,9
1998,7,7,14.9,1,8.8,17,3.9,33,24,3,582,8,5.56,582.53,11
1999,21,13,16.2,5,14.4,23,3.8,31.2,0,4,832,11,2.59,157.05,8
2000,23,13,16.1,0,14,19,3.8,26.2,2,2,621,7,3.66,394.5,7
2001,11,13,15.4,3,10.8,22,3.5,38.5,0,3,272,9,3.93,152.7,4
2002,21,13,16.6,3,9.6,22,3.5,29,0,3,492,10,1.46,142.59,8
2003,2,5,18.6,3,20.7,22,3.1,43.8,0,2,885,6,0.71,49.56,14
2006,19,5,15.4,0,10.3,19,3.2,30.6,0,3,1208,8,1.39,121.16,5
2008,12,4,14.6,4,10.3,25,3.6,27.2,1,2,542,6,4.36,339.45,6
2009,16,9,15.8,3,12.7,23,3.8,46.9,0,3,1115,10,0.9,31.9,12
2010,1,13,16.5,4,14.4,22,4,33.4,1,3,882,11,6.11,411.83,1
2011,5,2,16.1,2,13.6,23,3.9,28.7,3,4,677,10,3.14,332.29,15
2014,13,13,16.2,3,10.2,22,3.8,38.6,1,3,689,11,5.97,471.24,5
2015,16,7,16.4,3,15.9,15,4,31.9,0,3,977,9,2.33,252.96,12
2022,20,13,14.6,5,11.9,24,4,45.5,0,2,1246,6,0.85,93.06,15
2023,2,14,15.6,0,11.5,24,3.9,31.3,2,3,803,9,4.11,492.21,1
2024,23,7,15.2,5,10.5,29,3.1,29.4,24,4,362,10,5.01,276.87,7
2025,1,11,17,2,13.7,23,3.7,33.3,0,2,1082,6,0.41,51.95,9
2026,12,4,14.9,6,12.3,22,3.9,24.1,1,3,1162,6,5.52,462.63,9
2027,6,14,15,1,12.2,19,3.6,40.9,0,2,483,7,1.34,177.42,3
2028,24,11,16.2,1,10.8,25,4.2,27.6,0,3,305,10,1.97,135.87,7
2029,8,13,15.7,1,15.8,20,3.6,37.2,0,3,456,10,0.71,95.61,8
2030,18,11,15.9,1,13.2,17,3.9,49.5,23,3,846,9,1.18,80.96,13
2031,1,3,17.7,4,14.5,22,3.8,47.4,0,4,169,11,1.71,120.56,10
2032,24,11,16.1,1,14.6,20,3.8,42.5,0,4,1154,10,1.44,51.98,13
2034,7,11,15.9,0,14.1,30,3.9,39.2,0,2,428,7,0.24,7.69,4
2035,12,13,16.3,3,16.8,9,4,32.4,1,3,321,11,2.07,248.78,1
2036,14,2,16.1,1,11.4,22,3.6,10.4,103,3,949,9,20.93,1954.01,7
2039,18,11,16,0,12.9,20,4,28.4,0,3,520,9,1.14,178.8,13
2040,2,4,15.3,2,12.2,26,3.5,27.6,0,3,838,9,0.7,62.43,9
2041,12,5,16.2,3,15.6,21,3.9,33.7,31,4,406,10,8.39,549.24,2
2044,2,2,16.2,6,9.2,24,3.8,34.3,88,2,814,9,3.32,264.07,9
2045,11,13,15.8,0,16.9,19,3.6,28.7,0,3,1026,8,2.73,278.91,4
2046,2,8,18.1,2,17.1,21,2.6,27.7,0,2,700,6,0.49,60.31,9
2047,13,5,16.2,3,11.1,18,3.4,36.5,5,2,257,7,4.25,330.3,5
2048,12,4,15.9,3,14.5,17,4.1,19.5,3,4,304,10,8.13,942.49,6
2049,2,11,16,2,12.3,26,4,28.1,34,3,1190,10,1.15,143.48,14
2050,23,1,16.1,5,11.5,23,3.9,35.3,1,4,772,10,2.57,186.64,10
2051,21,2,15.9,1,14.5,17,3.5,41.3,2,2,796,10,3.54,457.18,11
2052,23,7,16.6,1,11.7,24,3.8,39.2,1,4,913,11,3.04,355.18,7
2054,21,5,15.8,3,15.8,16,4,38.6,53,2,756,7,1.81,135.57,10
2055,16,13,16,3,13.2,18,3.8,38.8,1,2,485,6,3.73,343.3,1
2057,2,5,15.6,2,11.6,26,3.3,23.1,1,3,457,6,2.82,312.67,9
2058,16,10,15.5,0,10.2,20,3.6,44,0,3,366,7,0.91,102.23,14
2059,16,9,16.3,2,13.1,24,4.1,34.6,0,2,495,8,0.96,109.76,12
2060,12,14,15.5,2,10.9,20,3.5,44.2,2,3,662,7,2.06,317.47,3
2061,23,6,15.9,3,12.7,22,3.4,29.9,0,3,148,8,0.67,69.46,7
2062,13,13,15.7,5,9.9,32,3.8,40.4,0,2,1160,8,0.17,18.17,3
2063,23,13,16.4,0,16.7,20,4,37,2,4,698,11,3.57,354.39,7
2064,22,13,16.5,6,14,21,3.6,31.6,28,4,407,10,2.56,251.52,2
2065,2,2,17.1,4,12.8,23,4.1,44.8,1,4,449,11,4.75,514.53,15
2066,13,13,15.9,3,11.2,24,3.9,41.5,121,2,955,9,3.91,169.74,9
2067,14,5,14.8,3,13,23,4,32.7,0,2,608,7,2.74,267.23,15
2070,13,2,15.7,0,6.9,18,3.7,33.3,4,2,663,8,4.69,757.84,9
2072,19,2,16.2,2,18.7,21,3.7,33.9,0,3,279,10,0.91,64.43,13
2073,24,13,16.1,5,11.1,23,4,45.8,7,4,465,11,2.83,178.49,13
2074,16,4,15.1,6,12.7,25,3.9,34.6,28,3,552,10,6.26,629.65,10
2075,14,14,15.3,3,12.1,24,3.5,41.6,0,2,1069,7,1.36,126.26,9
2076,11,3,16.2,4,9,22,3.8,25.2,18,2,1349,6,4.93,676.7,7
2077,3,2,17.8,5,12.5,25,3.5,32,0,4,593,9,4.07,311.39,13
2078,13,11,16.2,1,13.6,28,3.8,36.7,7,2,915,7,6.21,652.94,5
2080,18,5,15.7,6,12.7,24,3.5,41.2,0,4,847,10,1.29,26.88,13
2082,3,5,16.7,2,16.7,30,4,24.2,0,3,669,9,1.68,100.51,13
2083,19,3,16.5,0,10.4,23,4,38.6,12,3,1083,9,2.04,156.57,5
2084,14,13,15.5,2,13.8,20,4.1,35.8,4,3,1848,10,6.06,515.05,11
2085,3,5,17.4,3,10.9,21,3.6,37.2,3,1,1244,6,1.47,142.71,13
2086,12,5,15.4,2,12.9,22,3.5,40,8,3,1329,9,3.56,405.66,9
2088,2,3,16.9,1,14.8,19,3.8,39.1,0,3,674,9,0.74,25.35,9
2089,14,5,15.3,2,11.8,16,3.7,30.5,0,2,247,7,1.74,180.96,11
2091,13,13,15,0,10.8,16,3.7,31.9,0,2,1111,8,1.55,47.8,8
2092,5,13,15.9,4,13.8,19,3.7,33.9,0,3,684,10,0.8,73.79,15
2093,24,13,16.4,3,15.9,29,3.8,27.8,3,3,338,11,2.6,116.68,9
2094,2,2,16.7,0,13.8,22,4,45,0,3,693,10,1.36,150.06,14
2095,16,4,15.4,2,11.3,26,4,39.9,0,4,229,10,0.48,89.32,12
2096,14,2,17.7,5,11.6,30,3.9,44,0,5,1461,11,2.7,81.48,9
2098,24,13,16.5,4,12.7,20,3.7,47.7,1,3,345,9,1.04,72.28,13
2100,8,7,16.4,4,12.5,18,3.9,36.9,0,4,902,11,2.2,132.4,10
2101,16,5,16.4,4,12.9,24,3.8,44.1,1,3,514,11,2.52,201.63,10
2102,20,14,15.1,1,11.2,17,3.8,26.6,0,3,456,8,1.77,183.94,4
2103,5,14,16,2,15.9,24,3.8,27.6,15,3,649,7,4.55,574.27,15
2104,23,7,15.6,0,11.2,26,3.9,52.3,0,4,463,10,0.48,40.97,7
2105,18,7,16.7,3,10.7,20,3.7,37.9,1,3,716,11,0.83,30.64,10
2106,21,5,16.1,5,14.1,25,3.7,25.6,4,3,378,11,3.67,183.08,8
2108,16,3,15.7,2,11.1,25,3.5,39.9,1,3,444,8,2.02,172.16,15
2109,8,7,14.5,3,10.4,20,3.4,33.9,0,2,917,8,1.76,163.98,10
2111,24,14,16.7,2,15.7,21,3.7,37.9,0,3,555,9,0.35,34.12,13
2112,19,13,16.2,2,15.3,27,3.9,43.5,0,3,1068,10,1.66,109.52,9
2113,13,13,14.9,2,8.8,22,3.8,38,1,2,560,7,1.08,72.52,9
2115,16,4,15,1,13.2,25,4.2,23.3,1,3,837,7,1.43,176.8,6
2116,2,7,15.4,2,14.6,30,3.9,25.8,2,3,383,9,5.76,516.94,14
2118,17,11,16.2,1,15.6,16,3.9,36.4,6,3,478,9,4.42,355.43,9
2119,22,2,18.7,4,13.7,26,4,47.4,2,2,929,6,5.46,200.61,2
2120,16,4,15.6,1,11.1,16,3.9,31.7,98,3,846,9,7.97,397.41,14
2122,20,6,16.1,3,13.4,25,3.9,28.1,1,2,251,7,2.82,216.68,7
2123,5,11,17.6,0,13.7,15,4,40.7,0,3,773,9,1.25,80.71,11
2124,24,5,16.1,1,5.7,21,3.9,33.2,2,3,381,10,5.82,483.51,9
2126,22,5,14.6,6,12.3,24,3.8,27.9,1,2,867,6,5.95,379.94,2
2127,16,5,15.4,2,9.7,22,3.7,35.3,55,3,595,9,0.69,268.94,12
2128,17,13,15.8,2,15.6,25,3.6,28.3,1,3,545,10,3.64,363.04,9
2129,12,14,14.7,1,10.9,17,3.8,38.3,0,3,996,9,1.83,175.51,1
2130,21,11,15.7,0,14.1,22,4,33.7,0,2,783,8,0.18,24.94,10
2131,21,13,16.2,2,13.1,21,3.9,30.4,3,3,502,7,4.07,468.31,8
2133,2,5,15.4,0,13.7,23,4.1,18.1,2,3,654,7,10.89,1041.02,15
2134,16,4,15.9,2,11.1,14,3.8,39.5,3,3,476,8,2.25,68.52,12
2135,7,3,15.3,0,12.5,28,3.5,46.3,0,2,1602,8,0.15,11.13,15
2138,16,5,15.5,1,11.8,17,3.9,29.5,19,3,564,9,4.52,714.52,12
2142,12,14,15.7,1,10.2,18,3.7,16.6,30,3,363,8,11.6,1780.63,1
2143,21,13,16.6,3,13.9,24,3.7,35.2,0,3,679,9,0.58,30.55,8
2144,24,13,16.4,4,12.2,24,3.8,43,14,4,384,11,1.05,51.31,7
2146,13,14,14.7,1,11,18,3.9,33.6,0,3,254,8,1.01,137.15,5
2147,19,5,17.1,1,15.8,22,3.9,47.9,0,2,976,6,0.93,88,5
2148,12,14,14.8,3,9.4,26,3.7,28.5,1,3,404,8,4.98,647.94,3
2149,12,13,15.2,3,9.8,29,3.7,40.3,61,2,730,8,1.15,141.38,1
2150,23,7,15.6,5,14.5,20,3.9,32.7,0,2,520,8,3.41,105.29,7
2151,21,7,16.2,0,13.6,27,3.4,38.4,0,3,851,10,3.85,105.92,8
2154,12,5,16.6,1,11,27,3.7,24.3,19,3,507,9,4.49,390.43,14
2155,22,14,16.3,1,9.9,24,3.6,39.9,0,4,493,11,0.74,85.33,2
2157,11,2,15.8,2,12.4,13,4,35.7,1,3,707,7,6.59,469.3,4
2162,16,5,16,2,15.8,21,3.3,39.6,1,3,971,7,3.86,400.08,9
2163,16,11,15.2,2,10.7,19,4,40.2,0,3,1315,9,1.53,141.56,12
2164,23,3,17.7,4,14.1,20,3.7,33.2,0,4,485,11,1.61,118.8,7
2165,2,5,16.6,2,12.5,17,3.9,31.4,1,2,560,6,2.42,339.96,9
2166,7,7,16.2,2,11.4,14,3.8,42.2,0,2,282,7,0.41,52.9,15
2168,16,4,16.6,2,8.7,20,4.1,40.8,0,4,784,11,0.64,30.66,12
2169,23,5,16.6,3,12.6,22,4,41.1,0,4,728,11,0.98,18.01,7
2171,11,13,16.2,4,10.8,19,3.7,44.9,128,3,1086,9,4.34,477.03,4
2172,16,7,15.6,2,13.4,20,3.3,41.7,0,4,359,11,1.99,188.46,12
2173,24,2,17.7,4,12.4,26,4.4,24.8,7,4,523,11,4.72,323.41,9
2174,21,7,15.4,1,11.7,21,3.8,17.9,36,4,554,10,3.77,378.6,8
2176,5,6,17.1,6,13.7,28,3.6,39.7,13,4,1526,11,2.23,128.47,8
2179,6,5,15.3,0,9.2,16,3.9,20.5,2,3,877,8,5.87,707.13,3
2180,16,1,15.2,4,8.9,18,3.9,29.2,0,3,1184,9,1.58,155.02,2
2182,3,7,15.1,0,11.8,21,3.8,31.6,1,3,720,9,1.21,78.64,13
2183,15,13,14.9,2,9.2,20,4,41.7,1,3,1070,9,1.7,188.91,7
2184,16,6,15.7,5,13.4,26,3.5,21.8,1,2,397,6,4.8,512.73,1
2185,5,13,16.1,4,13,20,4,33.9,0,2,947,7,2.97,155.76,15
2186,21,2,17.7,5,16.5,21,3.6,29.6,1,4,579,11,3.08,271.01,11
2187,16,4,15.1,4,11.8,21,3.7,38,0,2,709,7,0.96,327.58,12
2190,16,14,16.4,2,16.1,23,3.8,38.1,0,2,400,9,1.78,125.66,6
